Name,Brand,Price,Discounted Price,Category,Sub-Category,Quantity,Description,BreadCrumbs
Dhara Refined Sunflower Oil,Dhara,1125,940,Grocery,Cooking Oil,5 L,"Key Features- SCCA.- Fortified.- Low absorb technology.- Vitamin A and D2.- Natural PUFA.- Healthy refined sunflower oil.IngredientsRefined Sunflower Oil Antioxidant Tertiary butylhydroquinone), Vitamin A & Vitamin D2 Antifoaming Agent (Dimethyl Polysiloxane) Other Must Know InformationFree from Argemone Oil.Storage InstructionsTo be stored in a cool dry place. Store away from sunlight and heat",Grocery > Cooking Oil
Nature Fresh Refined Sunflower Oil Pouch,Nature Fresh,245,205,Grocery,Cooking Oil,1 L,"OverviewAre you trying to find the perfect balance between eating your favourite food and adopting an active lifestyle? Then Nature Fresh Refined Sunflower Oil is the right choice of cooking oil for your family. Cooked in Nature Fresh Refined Sunflower Oil, your favourite food will absorb 15% lower oil and also be enriched with the goodness of vitamin A, D and E. We know that you don&rsquo;t compromise with the quality of food, so do we. Our 6-stage extensive refining process makes sure you get the best quality of cooking oil.Nature Fresh Refined Sunflower Oil is the right choice for your family.15% lower oil absorption in your cooked food.It is fortified with the goodness of Vitamin A, D and E Rich source of Omega-3.The 6-stage extensive refining process ensures the best quality of cooking oil.Cargill&rsquo;s experience of 150 years in sourcing the best quality oil seeds.Benefits15% Lower Oil Absorption &ndash; DMPS Ensures less oil absorption during Indian frying process. Low Oil Absorption ensures less fat going into the fried food.Fortified with Goodness- Rich in PLFA. Vitamins A & D helps against night blindness and supports bone health.Quality Assurance- Sourcing experience of Cargil of more than 150 years. &lsquo;5 stage&rsquo; extensive refining process. IngredientsFortified with Vitamin A & DEdible Vegetable Oil (Sunflower Oil), Vitamins (A, E, D), Antifoaming Agent (Dimethyl Polysiloxane).Other Must Know InformationFree from Argemone OilBest before nine months from PackagingDepending on variety of food items to be prepared and heat which oil is subject to, there may be loss of vitaminsStorage InstructionsStore in cool & dry place.",Grocery > Cooking Oil
Dhara Refined Sunflower Oil,Dhara,3345,2755,Grocery,Cooking Oil,15 L,"Key Features- SCCA.- Fortified.- Low absorb technology.- Vitamin A and D2.- Natural PUFA.- Healthy refined sunflower oil.IngredientsRefined Sunflower Oil Antioxidant Tertiary butylhydroquinone), Vitamin A & Vitamin D2 Antifoaming Agent (Dimethyl Polysiloxane) Other Must Know InformationFree from Argemone Oil.Storage InstructionsTo be stored in a cool dry place. Store away from sunlight and heat",Grocery > Cooking Oil
Dalda Refined Sunflower Oil,Dalda,236,166,Grocery,Cooking Oil,1 L,"OverviewLight and Clear Refined Sunflower Oil with High amount of PUFA. It is heart friendly with more Vitamin E than any other cooking oil. Fortified with Vitamin A and D which will keep you active throughout the day.Key Features- Dalda- the brand synonymous with taste and purity for over 75 years- Most trusted edible oil brand of the country- Contains vitamin A, E, D.- Vitamin A and Vitamin CIngredientsRefined Sunflower Oil Antioxidant Tertiary butylhydroquinone), Vitamin A & Vitamin D2 Antifoaming Agent (Dimethyl Polysiloxane) Other Must Know InformationBest before 9 months from packagingFree from Argemone Oil.Storage InstructionsTo be stored in a cool dry place. Store away from sunlight and heat",Grocery > Cooking Oil
Dalda Refined Sunflower Oil,Dalda,1350,935,Grocery,Cooking Oil,5 L,"OverviewLight and Clear Refined Sunflower Oil with High amount of PUFA. It is heart friendly with more Vitamin E than any other cooking oil. Fortified with Vitamin A and D which will keep you active throughout the day.Key Features- Dalda- the brand synonymous with taste and purity for over 75 years- Most trusted edible oil brand of the country- Contains vitamin A, E, D.- Vitamin A and Vitamin CIngredientsRefined Sunflower Oil Antioxidant Tertiary butylhydroquinone), Vitamin A & Vitamin D2 Antifoaming Agent (Dimethyl Polysiloxane) Other Must Know InformationBest before 9 months from packagingFree from Argemone Oil.Storage InstructionsTo be stored in a cool dry place. Store away from sunlight and heat",Grocery > Cooking Oil
Sundrop Superlite Advanced Sunflower Oil,Sundrop,270,250,Grocery,Cooking Oil,1 L,"OverviewSundrop SuperLite Advanced Refined Sunflower Oil comes with low-absorption technology. Get up to 30% of daily requirement of Vitamins A, D, & E. Sundrop SuperLite Advanced was launched in 2009 as a variant of Sundrop SuperLite. Sundrop SuperLite Advanced has added DMPS (Dimethyl Polysiloxane), which ensures that the absorption of oil is less while cooking, as compared to any ordinary oil. Its advanced refining process makes it extra light. Sundrop SuperLite Advanced is also enriched with Vitamin A and D which takes care of upto 25% of the daily requirement of these essential vitamins. So when you cook food using Sundrop SuperLite Advanced your family eats well & stays active throughout the day. Sundrop SuperLite Advanced is low in saturated fats and high in unsaturated fats. It is rich in natural vitamin E & Omega-6, an essential fatty acid vital for the proper functioning of the body.BenefitsIt takes care of upto 25% of the daily requirement of Essential Vitamins A, D & EVitamin A for good eyesightVitamin D for strong bonesVitamin E for good skin & immunityIngredientsRefined Edible Sunflower Oil, Vitamin A, Vitamin D2, Antioxidant (TBHQ) and Antifoaming agent [Dimethyl Polysiloxane (DMPS)]Other Must Know InformationFree from Argemone Oil.",Grocery > Cooking Oil
Sundrop Superlite Advanced Sunflower Oil,Sundrop,1365,1255,Grocery,Cooking Oil,5 L,"OverviewSundrop SuperLite Advanced was launched in 2009 as a variant of Sundrop SuperLite. Sundrop SuperLite Advanced has added DMPS (Dimethyl Polysiloxane), which ensures that the absorption of oil is less while cooking, as compared to any ordinary oil. Its advanced refining process makes it extra light. Sundrop SuperLite Advanced is also enriched with Vitamin A and D which takes care of upto 25% of daily requirement of these essential vitamins. So when you cook food using Sundrop SuperLite Advanced your family eats well & stays active throughout the day. Sundrop SuperLite Advanced is low in saturated fats and high in unsaturated fats. It is rich in natural vitamin E & Omega-6, an essential fatty acid vital for the proper functioning of the body.BenefitsIt takes care of upto 25% of daily requirement of Essential Vitamins A, D & EVitamin A helps against night blindness, essential for normal vision.Vitamin D supports strong bonesVitamin E essential to build immunity and contributes to cell protection from free radical damage.IngredientsRefined Edible Sunflower Oil, Antioxidant (TBHQ), Antifoaming Agent [Dimethyl Polysiloxane (DMPS)], Vitamin A and Vitamin D2.",Grocery > Cooking Oil
Sunny Sun Lite Refined Sunflower Oil,Sunny,225,175,Grocery,Cooking Oil,1 L,"Overview International Sunny Sunflower Oil is a light and healthy oil for the entire family. It has Fight-O-Mins, a good combination of micronutrients; Vitamin A, D and E, which helps to keep your children healthy from within and thereby preparing them to face the environmental hardships such as frequent weather changes and pollution. It is also rich in Omega 6 fatty acids which provides the right nutrition as a part of a healthy diet and lifestyle.  Benefits- Vitamin A : Vital for healthy eyes, improving immunity and a host of other health benefits.- Vitamin D : Helps in the absorption of nutrients in the body, leading to strong bones and better immunity.- Antioxidants : Neutralizes free radicals, helps prevent aging and age-related diseases.",Grocery > Cooking Oil
Sunny Sun Lite Refined Sunflower Oil,Sunny,1206,930,Grocery,Cooking Oil,5 L,"Overview International Sunny Sunflower Oil is a light and healthy oil for the entire family. It has Fight-O-Mins, a good combination of micronutrients; Vitamin A, D and E, which helps to keep your children healthy from within and thereby preparing them to face the environmental hardships such as frequent weather changes and pollution. It is also rich in Omega 6 fatty acids which provides the right nutrition as a part of a healthy diet and lifestyle.  Benefits- Vitamin A : Vital for healthy eyes, improving immunity and a host of other health benefits.- Vitamin D : Helps in the absorption of nutrients in the body, leading to strong bones and better immunity.- Antioxidants : Neutralizes free radicals, helps prevent aging and age-related diseases.",Grocery > Cooking Oil
Gulab Sunflower Oil,,228,171,Grocery,Cooking Oil,1 L,"OverviewGulab Sunflower oil is pure and healthy cooking oil, which has several vitamins, including polyunsaturated fatty acids, which make food easy to digest. The pure sunflower oil unique development process produces the best sunflower oil.The light flavour, sunflower oil does not overpower the taste of other ingredients. More and more people are incorporating it into their diet.Key Features- Light Flavour- Presence of- Omega- Rich in Natural- VitaminsBenefitsThe best Sunflower oil is rich in natural vitamins.The presence of Omega-6 and vitamin E acts as an antioxidant, which, in turn, helps the body cells in retaining water.The perfect balance of monounsaturated and polyunsaturated fats makes it ideal for reducing the levels of bad cholesterol.IngredientsRefined Sunflower Oil and Vitamin A & DOther Must Know InformationBest Before 9 months from the date of packagingFree from Argemone OilAbout the BrandGulab Oils started its illustrious journey in 1966 with the setting up of its founding production unit at Mangrol. Having pioneered in the sector of Groundnut Oil, Gulab Oils created its own bouquet of high quality edible oils that have seen an unprecedented acceptance in the market not just in Gujarat but across the country.",Grocery > Cooking Oil
Gemini Refined Sunflower Oil - 15 L,Gemini,3050,2599,Grocery,Cooking Oil,15 L,"
*Actual packaging may vary from the Image

Note : Product in stock will be delivered basis availability
",Grocery > Cooking Oil
Godrej Refined Sunflower Oil,Godrej,3520,2769,Grocery,Cooking Oil,15 L,"OverviewThe Refined Sunflower Oil by Godrej is healthy and tasty, with a high smoking point. The high smoking enables it to hold onto its nutritional content at higher temperatures too, making it an excellent choice for Indian cooking which involves a lot of deep-frying.  Ingredients- Sunflower Oil. How to Use- Ideal for deep frying.",Grocery > Cooking Oil
Aadhaar Refined Sunflower Oil Pouch,Aadhaar,205,165,Grocery,Cooking Oil,1 L,"
- Light, healthy and natural oil, extracted from sunflower seeds
- Has a low saturated fat level and contains monounsaturated and polyunsaturated fats
- Valued for its lightness, frying performance and health benefits
",Grocery > Cooking Oil
Saffola Gold Oil,Saffola,205,180,Grocery,Cooking Oil,1 L,"OverviewSaffola understands that your family and your health is ever so important to you. Today our food habits, stress & activity levels affect our health, and without realizing it, our heart health too. Did you know that to keep our body functioning well and healthy, it is important to keep our heart healthy? That&rsquo;s because the heart is the control room of the body. A healthy heart is among the first steps to overall health. So it is not about taking care when a problem arises but ensuring you take small steps today to take proactive care of your heart and health. The easiest step is to switch to foods that are healthier for your heart. And choosing the right cooking oil can help make your meals better for your heart and health. Saffola Gold multisource edible oil can help keep yours and your family&rsquo;s heart healthy. This vegetable oil has a good balance of MUFA & PUFA with a specially designed anti-oxidant system that helps improve immunity. Saffola Gold, with Oryzanol, helps maintain healthy cholesterol levels. Saffola Gold cooking oil comes with LOSORB&trade; technology which results in up to 33% lesser oil absorption in food. Saffola encourages you to follow a balanced diet & active lifestyle. As compared to commonly consumed cooking oils; basis frying studies on potato, 2021.Key Features & Benefits- Saffola Gold&rsquo;s Dual Seed Technology with goodness of 2 oils in 1, rice bran oil and sunflower oil, ensures a good balance of MUFA, PUFA for better heart health in comparison to single seed oils - Saffola Gold multisource edible oil helps manage your cholesterol- With a specially designed anti-oxidant system that helps improve immunity- With Oryzanol that helps maintain cholesterol levels. Saffola Gold now has 15% increased Oryzanol- With LOSORB&trade; Technology so that food absorbs up to 33% less oil as compared to other commonly used cooking oils, basis frying studies on potatoes, 2021- This vegetable oil brings alive the natural flavour of the food cooked & spices used, without altering any flavourKey IngredientRefined Rice Bran Oil and Refined Soya Bean Oil, Contains Permitted Antioxidants [319, 330] And Anti Foaming Agent (900a) Contains Vitamin E: 250ppt. Free from Argemone Oil. Fortified With Vitamins A And D.",Grocery > Cooking Oil
Saffola Gold Oil,Saffola,1105,1045,Grocery,Cooking Oil,5 L,"OverviewSaffola Gold with Dual Seed Technology gives you the benefits of two oils in one, rice bran oil & sunflower oil. This ensures a good balance of MUFA & PUFA for better nutrition through fats, in comparison to single seed oils (advised by the National Institute of Nutrition/ICMR) with an improved Anti-oxidant system that helps fight free radicals. Free radicals cause oxidative damage leading to various diseases.Key Features- Saffola Gold, Pro Healthy Lifestyle, edible oil, is a blend of 70% refined rice bran oil and 30% refined sunflower oil- MUFA and PUFA: New Saffola Gold edible oil has a good balance of MUFA & PUFA as advised by NIN/ICMR.- Dual Seed Technology: Gives you the goodness of two oils in one.- LOSORB Technology: Results in up to 33%* lesser oil absorption in your fried food (*Basis frying studies on potato, 2019).- New Saffola Gold blended cooking oil contains the power of natural antioxidants that helps reduce free radicals and thus helps keeps your heart healthy.IngredientsRefined Rice Bran Oil & Refined Sunflower Oil, Contains Permitted Antioxidants INS [319, 330, 304], and Anti Foaming Agent INS |900a,:Free from Argemone Oil, Fortified with Vitamins A and D.Benefits- Improved antioxidant system- Contains Oryzanol - Fortified with Vitamin A & DOther must know Information- Best before 6 months from packaging.Storage Instructions- Store in a cool dry hygienic place.",Grocery > Cooking Oil
Saffola Active Oil,Saffola,190,163,Grocery,Cooking Oil,1 L,"OverviewYou work hard to stay fit and watch your weight. So when it comes to food, it is important that you make the right choices to ensure your efforts are fruitful. Oil is an essential ingredient in your meals. Most often, the first step will be to reduce the amount of oil used. But that might not be enough. You need to choose the right cooking oil that works as hard as you do. Saffola Active multisource edible oil comes with LOSORB&trade; technology which results in up to 27% lesser oil so that you consume less oil every meal. Saffola Active cooking oil is high in Omega-3 (alpha-linolenic acid), which contributes to the maintenance of normal blood cholesterol levels. Saffola Active&rsquo;s Dual Seed Technology gives you the goodness of 2 oils in 1. It ensures a good balance of MUFA and PUFA for better nutrition through fats, compared to single seed oils. Since the quantity of oil consumed every day is as important as the quality of oil you choose for daily cooking, Saffola Active multisource edible vegetable oil helps you ensure both. Boost your efforts to stay active by choosing Saffola Active! LAs compared to commonly consumed cooking oils; basis frying studies on potato, 2018.Key Features & Benefits- With LOSORB Technology that ensures your food absorbs up to 27% less oil- Saffola Active multisource edible oil is high in Omega-3, alpha-linolenic acid, which contributes to maintaining blood cholesterol levels- Saffola Active&rsquo;s Dual Seed Technology gives you the goodness of 2 oils in 1. It ensures a good balance of MUFA and PUFA for better nutrition through fats, compared to single seed oils- This vegetable oil brings alive the natural flavour of the food cooked & spices used, without altering any flavour- High smoke point which is ideal for all types of cooking- Fortified with Vitamin A which helps against night blindness & Vitamin D which supports strong bonesKey IngredientRefined Rice Bran Oil and Refined Soya Bean Oil, Contains Permitted Antioxidants [319, 330] And Anti Foaming Agent (900a) Contains Vitamin E: 250ppt. Free from Argemone Oil. Fortified With Vitamins A And D.",Grocery > Cooking Oil
